Datum,Relativt arbetslöshetstal,Ungdomsarbetslöshetstal (under 25 år),Arbetslöshetstal 55 år o äldre,"Långtidsarbetslöshetstal, 6 mån +",Långtidsarbetslöshetstal under 25 år,Långtidsarbetslöshetstal 55 år o äldre,Lediga platser / arbetslösa,Antal,Primärnäringar_omsättning,Livsmedelsindustri_omsättning,Övrig industri_omsättning,"Vatten, gas, el, värme och avloppshantering_omsättning",Byggverksamhet_omsättning,Handel_omsättning,Transport_omsättning,Hotell och restaurang_omsättning,Finans och försäkring_omsättning,Företagstjänster_omsättning,Personliga tjänster_omsättning,Totalsumma_omsättning,Primärnäringar_lön,Livsmedelsindustri_lön,Övrig industri_lön,"Vatten, gas, el, värme och avloppshantering_lön",Byggverksamhet_lön,Handel_lön,Transport_lön,Hotell och restaurang_lön,Finans och försäkring_lön,Företagstjänster_lön,Personliga tjänster_lön,Totalsumma_lön,konsumenprisindex
2001-01-01,2.4,4.4,3.7,0.5,0.1,1.9,147.6,84192,2.3,4.1,7.6,2.8,5.8,27.6,47.0,1.7,0.7,5.2,0.5,105.4,138.3,640.6,1493.2,286.4,938.5,1985.3,12021.0,464.5,1342.7,1324.5,699.4,21334.4,2.6
2001-02-01,2.2,4.0,3.8,0.5,0.1,2.0,192.6,92147,1.9,4.3,7.2,2.7,5.6,23.6,49.2,1.4,0.8,6.1,0.6,103.4,135.7,660.2,1591.9,286.5,909.6,2069.6,11859.9,437.6,1396.8,1391.3,740.1,21479.1,2.9
2001-03-01,1.9,2.3,3.3,0.5,0.2,1.7,215.6,111820,0.7,4.5,8.3,3.5,6.3,28.4,54.4,1.8,0.9,6.3,0.8,115.9,143.5,668.9,1586.1,291.5,955.9,2044.7,12851.4,470.1,1428.1,1458.5,750.9,22649.7,2.6
2001-04-01,1.8,2.2,3.2,0.6,0.2,1.9,174.2,133019,1.3,6.2,7.7,2.9,5.6,29.3,54.0,1.9,0.9,7.7,0.8,118.2,142.4,676.1,1533.5,297.1,921.3,2083.4,12020.8,473.6,1530.2,1476.6,748.4,21903.3,2.9
2001-05-01,1.7,1.3,3.2,0.6,0.2,1.8,114.9,171879,2.0,4.4,8.2,2.3,7.7,33.9,60.1,3.5,1.4,6.6,1.1,131.3,185.1,678.3,1572.8,319.0,980.0,2180.6,12024.2,651.2,1444.0,1534.2,795.6,22365.0,3.2
2001-06-01,1.8,1.6,3.2,0.6,0.1,1.9,95.7,182552,1.8,5.8,8.7,3.0,8.9,33.1,59.3,4.5,1.6,8.2,1.3,136.1,233.3,870.2,1957.4,424.5,1076.6,2660.9,13215.1,914.0,2279.3,1894.7,1053.8,26579.8,2.8
2001-07-01,1.7,1.9,3.2,0.5,0.0,1.9,102.3,273173,1.3,4.7,6.1,2.2,5.5,32.7,72.0,6.8,0.9,6.8,1.7,140.7,233.4,722.6,1968.7,326.5,1259.9,2623.5,13220.1,1074.6,1549.5,1702.6,937.5,25618.9,2.0
2001-08-01,1.6,3.0,3.1,0.5,0.0,1.9,103.8,203682,1.6,5.4,7.4,2.5,5.9,33.3,60.4,5.2,0.8,8.1,1.2,131.6,199.1,754.4,1635.9,338.6,1076.3,2533.0,13079.4,1165.8,1505.5,1640.1,943.2,24871.3,2.3
2001-09-01,1.6,3.3,2.7,0.5,0.0,1.9,82.4,141255,1.6,4.5,8.4,2.9,6.7,29.3,53.0,3.1,0.9,6.6,0.8,117.8,180.3,644.6,1535.5,296.6,948.6,2197.6,12015.8,783.9,1456.3,1535.0,824.1,22418.4,1.6
2001-10-01,2.0,4.9,2.8,0.4,0.0,1.7,70.1,134396,2.3,5.2,9.2,2.8,8.0,33.5,55.7,2.2,1.0,11.0,0.8,131.8,218.3,724.1,1510.8,290.7,968.8,2135.2,11531.8,602.0,1442.9,1512.6,809.7,21747.1,1.6
2001-11-01,1.9,4.0,3.1,0.5,0.1,1.7,87.1,115503,3.0,5.1,8.8,3.0,7.7,31.1,55.8,2.0,1.2,8.3,0.8,126.8,186.9,694.8,1677.6,311.4,997.8,2142.3,10939.8,468.2,1456.0,1587.0,793.7,21255.5,1.5
2001-12-01,2.2,3.9,3.4,0.5,0.1,1.8,93.0,103958,3.6,5.5,7.2,4.2,8.0,35.2,50.8,2.1,0.9,11.0,0.9,129.5,272.3,701.1,1827.4,371.8,1186.8,2441.8,11660.7,704.5,1713.7,1790.1,890.3,23560.4,1.7
2002-01-01,2.3,4.5,3.3,0.5,0.1,1.6,168.7,59334,1.7,4.2,7.5,3.1,6.1,26.9,41.7,1.5,0.8,6.4,0.7,100.7,148.3,674.1,1632.3,315.4,955.9,2235.7,11221.8,460.7,1591.6,1423.9,763.9,21423.6,2.4
2002-02-01,2.1,4.0,2.9,0.4,0.1,1.5,208.8,87403,1.1,4.6,7.1,1.5,5.5,24.2,45.2,1.3,0.6,7.7,0.7,99.5,169.7,750.4,1658.8,304.3,1010.1,2254.2,10903.6,429.5,1477.6,1435.7,786.9,21180.7,1.9
2002-03-01,1.7,2.8,2.8,0.6,0.2,1.7,208.3,122769,1.2,4.9,7.7,3.2,6.4,28.8,53.1,1.7,0.7,7.5,0.8,116.1,158.8,747.8,1709.8,299.0,1027.0,2292.3,11618.7,441.0,1503.4,1540.9,790.4,22129.1,2.3
2002-04-01,1.5,1.4,2.6,0.5,0.2,1.7,213.7,122077,1.6,6.1,8.0,2.5,6.4,31.8,52.7,2.1,0.9,9.0,0.9,122.1,178.5,722.0,1588.9,305.8,1026.1,2358.7,11644.0,501.7,1604.1,1556.3,839.2,22325.3,2.2
2002-05-01,1.6,1.8,2.9,0.5,0.2,1.6,155.3,178639,1.1,3.8,8.8,1.8,8.2,35.2,59.9,3.9,0.7,8.5,1.2,133.2,206.0,796.5,1858.8,313.6,1092.2,2406.6,12347.6,616.7,1506.7,1665.1,896.1,23706.0,1.8
2002-06-01,1.5,2.2,2.4,0.5,0.2,1.5,125.5,178289,1.5,5.8,7.6,2.7,6.7,31.6,57.1,4.5,1.3,9.0,1.1,128.8,232.2,884.7,2199.6,457.2,1314.0,2877.7,13043.0,835.5,2335.7,2069.8,1109.4,27358.6,1.8
2002-07-01,1.5,2.1,2.4,0.0,0.0,0.0,104.0,279009,1.2,5.3,7.4,2.1,5.2,33.9,70.3,6.9,0.6,8.0,1.8,142.8,218.3,809.7,2246.2,335.1,1315.1,2844.7,13033.8,1096.6,1609.3,1896.5,1012.1,26417.3,2.1
2002-08-01,1.7,1.9,2.4,0.4,0.2,1.3,88.9,207001,0.8,4.9,7.3,2.0,6.6,32.5,59.2,5.1,0.6,8.7,1.2,128.9,201.8,839.8,1673.0,344.5,1099.7,2785.6,13530.3,1113.5,1553.7,1704.7,994.0,25840.6,2.1
2002-09-01,1.6,4.5,2.3,0.4,0.2,1.3,64.7,140272,1.4,5.2,8.7,2.8,7.1,30.9,51.1,3.1,1.9,7.9,1.0,121.1,185.3,709.8,1647.5,326.5,1097.6,2352.0,12255.2,813.5,1513.3,1633.5,899.8,23434.0,2.3
2002-10-01,1.9,4.3,2.5,0.4,0.2,1.2,42.9,127566,1.9,5.0,9.5,2.9,10.0,33.1,57.5,2.2,0.9,9.5,0.9,133.5,205.6,754.6,1646.5,314.2,1059.1,2323.9,11952.5,590.3,1520.2,1619.1,903.2,22889.3,2.5
2002-11-01,2.0,4.3,2.5,0.4,0.2,1.2,47.1,113006,2.3,5.1,8.0,2.9,7.9,31.3,61.2,1.9,3.2,8.5,0.8,133.0,186.3,709.5,1690.8,312.8,1047.9,2307.5,11621.7,484.0,1528.3,1573.4,866.2,22328.4,2.1
2002-12-01,2.1,3.7,2.7,0.4,0.2,1.1,54.0,103039,3.1,5.9,8.1,4.8,9.7,37.7,56.3,2.0,1.3,11.1,0.9,140.9,248.2,721.2,2124.2,411.3,1286.0,2694.6,11887.6,705.4,1853.1,1955.7,965.6,24852.8,2.2
2003-01-01,2.2,4.8,2.6,0.3,0.2,0.9,165.3,75294,1.2,4.1,7.8,4.3,7.5,27.9,49.8,1.5,1.1,8.4,0.7,114.2,132.0,704.0,1795.3,319.6,1022.2,2295.7,11812.8,463.4,1589.2,1513.2,789.3,22436.6,1.4
2003-02-01,2.1,5.7,2.5,0.4,0.3,0.9,185.7,88470,0.8,4.1,8.1,3.5,7.5,28.6,52.2,1.4,1.0,8.3,0.8,116.4,159.3,722.9,1723.3,312.9,1135.6,2279.7,11262.8,444.0,1605.6,1583.5,810.6,22040.1,1.8
2003-03-01,2.0,4.6,2.5,0.4,0.2,1.0,194.7,107974,0.6,4.9,8.0,3.6,7.9,32.2,65.1,1.7,0.8,9.1,0.9,134.7,144.2,897.3,1670.9,321.1,1114.3,2326.1,11849.5,450.2,1614.1,1669.7,825.2,22882.7,1.4
2003-04-01,1.6,3.0,2.3,0.4,0.2,1.2,215.0,122458,1.0,5.9,8.2,3.1,8.1,32.7,58.8,2.0,1.2,9.5,0.9,131.6,152.9,728.4,1768.8,326.0,1140.7,2437.8,12172.0,482.1,1607.4,1653.9,839.1,23309.2,0.6
2003-05-01,1.5,3.1,1.8,0.4,0.2,0.9,147.2,178164,1.1,4.2,7.1,2.2,8.5,34.7,64.2,3.7,2.3,8.1,1.2,137.1,174.5,770.8,1807.5,348.5,1136.8,2464.6,12588.9,644.9,1628.1,1658.0,900.4,24122.8,0.5
2003-06-01,1.6,4.0,1.7,0.4,0.3,0.8,123.8,172328,1.4,6.1,10.6,3.3,10.1,37.3,59.7,4.7,2.2,11.3,1.2,147.9,246.4,890.4,2193.7,479.5,1472.5,3003.3,14146.7,897.8,2535.8,1955.6,1181.3,29003.0,0.6
2003-07-01,1.7,3.0,2.0,0.3,0.2,0.8,105.4,284414,1.2,5.0,7.1,2.3,5.8,35.4,74.2,7.3,1.0,8.1,1.6,149.1,228.5,829.4,2174.0,347.7,1367.1,2989.5,14100.3,1192.2,2175.2,1853.9,1089.0,28346.8,0.4
2003-08-01,1.9,3.3,1.9,0.4,0.2,1.0,63.7,190159,1.0,4.6,8.0,2.4,7.7,32.0,57.0,5.4,1.2,10.7,1.3,131.2,189.4,832.8,1764.5,382.1,1237.1,2969.6,14582.4,1234.8,1936.6,1708.8,1072.6,27910.6,0.5
2003-09-01,2.0,5.0,1.8,0.4,0.1,1.0,49.6,156035,1.2,4.9,8.8,3.1,10.1,34.5,53.7,3.2,0.9,9.4,1.2,131.0,194.7,728.9,1707.3,327.5,1190.4,2510.8,11515.7,832.3,1901.8,1629.5,904.7,23443.6,-0.2
2003-10-01,2.2,4.9,2.3,0.3,0.1,0.9,40.1,152680,1.9,5.2,9.6,3.2,10.5,35.2,61.2,2.3,1.1,10.9,0.9,142.0,191.2,834.4,1733.8,325.1,1099.9,2420.4,11111.4,609.2,1857.3,1644.0,919.5,22746.2,0.2
2003-11-01,2.3,5.3,2.4,0.3,0.2,0.9,41.3,127315,2.3,4.6,8.8,2.9,9.1,33.8,60.8,1.7,1.2,8.6,0.9,134.7,174.7,794.2,1768.3,327.7,1072.4,2387.6,10569.3,512.2,1658.1,1538.7,884.3,21687.4,0.4
2003-12-01,2.3,4.7,2.9,0.3,0.1,1.0,58.2,114666,2.9,6.3,11.1,3.8,10.9,40.1,52.9,2.3,2.3,11.9,1.1,145.6,262.4,738.7,2028.0,387.1,1445.7,2674.0,10992.5,697.9,1985.9,2022.0,986.7,24220.8,0.2
2004-01-01,2.8,6.9,2.9,0.4,0.2,0.9,85.7,99033,1.7,3.8,6.3,3.5,7.4,27.3,49.3,1.7,2.2,7.0,0.7,110.9,135.5,645.3,1792.7,327.9,973.3,2406.1,10869.5,494.2,1726.4,1529.3,847.6,21747.8,0.0
2004-02-01,2.7,5.3,2.8,0.4,0.2,1.1,124.0,120619,0.8,4.4,7.1,3.1,8.1,29.2,54.7,1.7,0.9,8.3,0.7,118.9,147.2,673.9,1734.2,332.5,1099.2,2384.4,10661.5,477.2,3320.5,1588.1,881.1,23299.8,0.1
2004-03-01,2.0,3.2,2.3,0.5,0.2,1.2,139.4,122541,1.1,5.2,9.1,3.8,9.2,35.3,57.8,1.9,1.1,7.8,1.1,133.4,157.4,883.9,1737.7,329.9,1119.5,2456.1,11063.5,454.6,2160.8,1651.0,893.7,22908.1,-0.6
2004-04-01,2.0,3.6,2.4,0.5,0.2,1.2,121.2,143133,0.9,5.8,8.8,3.2,8.9,34.7,53.0,2.0,1.0,8.2,1.0,127.4,155.3,742.5,1852.3,338.0,1118.8,2525.8,11382.6,523.5,2108.4,1727.5,922.8,23397.6,-0.3
2004-05-01,1.8,3.2,2.2,0.4,0.1,1.2,84.9,193546,1.2,3.9,8.4,2.4,8.3,36.0,63.1,3.4,1.5,7.8,1.3,137.2,188.3,752.8,1915.4,346.7,1176.2,2482.8,11693.1,614.2,2077.5,1618.0,956.5,23821.5,0.1
2004-06-01,1.8,3.4,2.3,0.4,0.1,1.2,71.6,184650,1.3,6.1,9.3,3.3,10.7,37.6,60.1,4.3,1.2,9.5,1.6,145.0,229.8,849.1,2396.5,503.8,1513.4,3048.7,13241.6,878.7,2725.9,2068.9,1269.8,28726.1,0.2
2004-07-01,1.9,3.2,2.4,0.5,0.2,1.4,62.8,306572,1.1,5.0,7.3,2.4,6.8,36.1,79.1,6.6,1.1,7.1,2.1,154.8,219.4,802.9,2254.7,375.2,1514.1,3053.1,13256.5,1095.5,1830.1,1921.9,1118.6,27441.9,0.7
2004-08-01,2.3,5.8,2.4,0.4,0.0,1.2,62.7,222583,1.2,5.0,8.4,2.4,8.0,34.1,61.9,4.9,0.8,8.0,1.5,136.4,219.0,775.4,1816.0,385.5,1193.3,2857.5,13402.1,1164.4,1774.1,1836.9,1156.2,26580.2,0.3
2004-09-01,2.4,6.4,2.9,0.4,0.1,1.1,42.3,151690,1.3,5.4,9.2,3.2,8.7,35.0,59.0,3.3,1.1,8.4,1.2,135.9,216.6,708.5,1741.6,342.5,1230.0,2491.8,12149.1,823.1,1768.2,1690.9,973.2,24135.4,0.8
2004-10-01,2.6,5.7,3.2,0.4,0.1,1.2,29.3,152010,1.6,4.8,8.7,2.7,8.8,35.8,61.8,2.3,1.2,7.3,1.1,136.0,199.6,691.5,1687.8,338.2,1132.7,2482.9,11597.7,592.2,1796.5,1708.0,967.3,23194.3,0.4
2004-11-01,2.6,5.7,3.4,0.4,0.1,1.3,28.1,137887,2.3,5.3,9.5,3.0,9.8,36.7,68.6,2.0,1.2,7.9,1.0,147.4,195.0,662.1,1729.2,340.3,1122.7,2471.2,11365.3,511.9,1487.1,1940.1,948.8,22773.6,0.1
2004-12-01,2.6,5.3,3.3,0.5,0.0,1.2,26.9,138981,3.1,6.3,8.3,4.7,10.6,40.8,62.0,2.2,1.4,12.3,1.2,152.8,278.5,711.2,2094.1,471.6,1480.4,2804.7,11958.3,760.0,1754.1,2397.0,1066.7,25776.6,0.0
2005-01-01,2.9,6.1,3.4,0.5,0.0,1.0,65.4,104493,1.6,3.6,6.6,3.5,7.0,29.4,47.4,1.8,0.8,6.4,1.1,109.1,156.8,692.0,1667.6,346.8,1001.5,2483.7,12230.9,438.3,1540.2,1887.6,888.4,23333.7,-0.1
2005-02-01,2.6,4.5,3.2,0.6,0.1,1.3,114.0,128129,1.2,3.4,6.7,3.7,6.3,29.5,52.7,1.4,2.7,6.6,0.8,115.2,179.5,740.3,1794.8,338.3,1112.4,2515.4,11901.9,447.7,1556.3,1948.0,936.1,23470.9,-0.3
2005-03-01,2.6,4.3,3.0,0.6,0.1,1.3,107.6,157623,1.1,5.3,8.8,4.9,7.1,35.5,65.4,1.8,1.0,7.7,1.0,139.6,168.4,787.6,1727.7,334.2,1137.8,2517.8,12513.3,478.1,1520.5,2001.1,975.7,24162.2,0.8
2005-04-01,2.0,3.0,2.5,0.6,0.1,1.3,136.0,145598,0.9,5.7,9.3,3.6,8.4,36.1,55.2,2.3,1.5,8.0,1.2,132.2,163.0,764.6,1983.9,344.3,1107.9,2604.6,12586.1,543.4,1503.2,2051.2,983.5,24635.7,1.1
2005-05-01,1.9,2.8,2.1,0.6,0.2,0.7,98.5,205255,1.0,4.6,10.4,2.9,9.0,40.7,67.1,3.6,1.8,7.9,1.6,150.5,205.7,715.2,1917.2,363.0,1180.4,2637.9,12941.9,656.4,1550.5,2091.5,1032.9,25292.5,0.6
2005-06-01,1.9,2.8,1.8,0.5,0.1,1.1,71.1,220796,1.1,6.6,10.2,4.1,10.8,39.2,65.7,4.3,1.3,9.3,1.4,154.2,269.6,891.0,2236.7,532.1,1450.3,3199.5,14618.9,880.2,2384.5,2641.3,1319.7,30423.6,0.9
2005-07-01,2.0,3.1,1.7,0.5,0.1,1.0,62.5,327980,1.2,5.4,6.9,2.7,5.4,39.2,79.7,7.4,1.3,7.2,1.8,158.2,203.2,896.8,2163.2,376.0,1501.8,3197.7,14580.8,1110.6,1636.1,2431.3,1195.6,29293.1,1.1
2005-08-01,2.4,5.2,2.0,0.4,0.1,0.9,40.3,247532,1.4,5.3,9.5,2.8,7.7,40.9,67.3,5.2,1.1,8.1,1.5,150.9,227.5,794.3,1656.7,388.1,1127.2,3088.4,14955.6,1378.6,1613.9,2215.4,1163.5,28609.2,0.9
2005-09-01,2.0,4.6,2.3,0.3,0.1,0.6,38.9,174650,1.4,5.1,9.9,3.5,8.1,38.2,62.0,3.2,1.2,7.8,1.4,141.8,213.1,763.9,1837.8,368.1,1095.9,2611.9,13795.9,863.5,1564.8,2132.2,1129.8,26376.8,0.8
2005-10-01,2.3,4.6,2.6,0.3,0.0,0.6,34.1,164756,2.6,5.3,9.9,3.6,8.8,38.4,103.3,2.4,0.8,9.0,1.2,185.3,222.4,766.4,1749.5,351.5,1098.8,2563.7,13115.0,633.7,1513.6,2125.7,1057.7,25197.9,1.4
2005-11-01,2.4,4.9,2.7,0.3,0.1,0.5,52.0,151644,2.7,5.8,9.4,4.1,10.6,40.7,57.5,2.0,1.5,8.2,1.1,143.7,224.8,741.8,1756.9,359.9,1155.9,2583.3,12357.1,594.4,1518.1,2168.9,1066.9,24528.2,1.6
2005-12-01,2.3,4.3,2.9,0.3,0.1,0.7,60.0,149333,3.6,6.4,9.1,5.6,10.8,46.7,30.0,2.3,1.1,10.7,1.3,127.6,270.0,812.4,1984.9,453.8,1451.0,2879.5,13112.7,708.2,1815.1,2569.7,1182.0,27239.2,1.8
2006-01-01,2.6,6.8,2.5,0.3,0.0,0.7,109.0,107141,1.3,4.5,8.2,5.2,5.5,31.2,50.4,1.7,3.3,6.9,0.9,119.0,168.8,763.3,1733.0,355.2,966.4,2575.6,12822.7,465.7,1594.9,2119.7,1039.6,24604.9,2.0
2006-02-01,2.5,6.8,2.5,0.4,0.2,0.8,145.0,126637,0.8,4.9,6.9,5.1,6.2,30.6,46.6,1.4,1.1,7.6,1.0,112.3,177.6,791.0,1823.1,363.9,1105.4,2585.0,12321.9,504.1,1745.6,2181.1,1088.0,24686.7,2.1
2006-03-01,2.2,4.6,2.0,0.5,0.3,0.9,124.1,150839,0.7,5.8,9.7,6.3,8.5,37.1,56.7,1.9,1.1,8.2,1.2,137.2,167.3,801.7,1820.2,356.5,1136.1,2614.8,12509.1,507.2,1544.3,2210.0,1119.8,24787.1,1.2
2006-04-01,2.0,3.9,1.9,0.5,0.3,1.0,105.5,175927,1.0,6.4,10.0,4.4,6.5,37.6,52.2,2.3,1.1,8.8,1.1,131.6,163.4,808.1,1802.9,364.0,1097.4,2655.4,12590.4,588.6,1571.2,2261.7,1124.2,25027.3,2.0
2006-05-01,1.8,3.4,1.7,0.4,0.0,0.7,109.4,200302,1.3,5.4,10.7,3.7,8.9,41.6,54.2,3.6,1.5,8.8,1.6,141.4,199.3,764.3,1872.0,380.1,1215.9,2674.5,14792.6,704.6,1599.1,2331.3,1166.8,27700.4,2.3
2006-06-01,2.0,3.2,2.0,0.3,0.0,0.8,79.1,201752,1.5,7.0,10.7,4.3,10.1,45.0,55.0,4.7,1.2,10.1,1.5,151.1,279.3,971.1,2454.4,533.5,1655.4,3369.7,14145.3,946.7,2544.4,3015.9,1513.8,31429.7,2.1
2006-07-01,2.1,4.1,2.1,0.3,0.0,0.7,72.4,321554,1.1,5.7,7.4,3.2,5.8,40.4,65.7,8.1,1.3,8.5,2.0,149.2,229.6,851.5,2204.4,443.5,1319.3,3337.0,14613.6,1166.6,1747.5,2687.8,1288.8,29889.5,2.2
2006-08-01,2.1,4.9,2.2,0.3,0.1,0.7,55.1,237237,1.6,6.3,9.9,3.5,8.3,43.1,54.6,5.4,1.2,9.4,1.6,144.8,227.5,843.2,1744.5,430.1,1212.9,3203.3,14348.1,1344.1,1747.5,2543.9,1296.3,28941.6,1.6
2006-09-01,2.1,6.9,2.4,0.3,0.1,0.7,35.9,172991,2.2,5.8,9.1,4.5,8.7,37.1,53.1,3.4,1.5,8.4,1.5,135.4,227.4,783.8,1897.5,385.3,1167.2,2734.8,12904.5,905.8,1625.5,2363.6,1259.7,26255.2,0.9
2006-10-01,2.5,8.7,2.3,0.3,0.1,0.6,40.3,163134,2.7,5.8,10.5,4.5,9.6,40.9,55.5,2.4,1.2,9.9,1.5,144.5,245.6,774.6,1797.6,374.9,1215.7,2699.2,12619.9,733.9,1592.5,2381.9,1204.5,25640.2,0.8
2006-11-01,2.5,7.7,2.7,0.3,0.2,0.8,29.2,150237,3.8,6.2,10.6,5.1,9.3,40.9,54.9,2.0,1.5,9.2,1.3,145.0,246.6,763.4,1885.8,386.9,1216.1,2718.4,12105.1,628.0,1644.5,2466.9,1167.8,25229.6,1.4
2006-12-01,2.5,6.2,3.0,0.4,0.3,0.9,39.9,157677,4.0,6.7,10.8,7.2,12.5,47.9,48.7,2.3,2.2,12.1,1.7,156.1,327.5,772.0,2083.5,460.1,1575.2,3087.9,12771.9,803.1,1917.0,2864.5,1311.4,27974.0,1.4
2007-01-01,2.7,7.8,2.9,0.4,0.7,1.0,97.0,104168,2.3,5.4,9.2,4.8,9.8,33.5,48.3,1.5,4.0,8.3,1.1,128.3,196.6,775.8,1807.0,364.8,1069.1,2740.8,12351.6,518.5,1626.6,2378.6,1152.6,24982.0,0.7
2007-02-01,2.4,6.8,2.6,0.5,0.9,1.1,149.7,126590,0.5,5.6,9.2,5.6,6.3,32.5,49.6,1.5,1.4,9.3,1.2,122.8,180.4,806.0,1876.1,392.0,1253.0,2706.9,12084.8,528.0,1713.9,2476.5,1171.0,25188.6,1.2
2007-03-01,2.3,5.3,2.8,0.5,0.7,1.3,174.7,145623,0.7,6.6,10.5,5.1,8.9,37.2,54.3,2.0,1.6,9.6,1.3,137.7,209.7,827.9,1920.9,390.4,1192.5,2807.9,12362.5,557.3,1756.7,2470.1,1250.1,25745.9,2.1
2007-04-01,2.0,4.4,2.6,0.6,0.6,1.4,162.5,166063,1.1,8.5,9.5,4.2,8.6,38.3,52.6,2.4,1.7,10.2,1.6,138.8,206.5,826.0,1965.8,379.1,1250.6,2769.4,12034.3,605.2,1690.8,2614.2,1221.5,25563.4,1.6
2007-05-01,1.6,3.2,1.8,0.4,0.6,1.0,141.7,197036,1.6,7.1,10.9,5.0,10.6,40.9,58.7,3.8,1.6,9.2,1.9,151.2,224.7,823.6,2045.3,399.7,1238.1,2853.0,12731.9,735.1,1791.3,2586.3,1278.0,26706.9,1.4
2007-06-01,1.7,3.3,1.9,0.4,0.4,1.0,99.1,224237,1.2,7.1,10.4,6.0,10.4,42.5,55.1,4.8,1.8,10.9,2.0,152.1,274.7,1027.7,2553.0,568.7,1753.5,3421.5,14305.9,974.5,2698.6,3545.1,1739.2,32862.4,1.5
2007-07-01,1.8,3.0,2.0,0.4,0.2,0.9,88.1,318642,1.3,6.5,8.2,2.9,8.0,40.8,67.0,8.2,1.6,9.2,2.3,155.9,266.9,848.1,2262.8,418.4,1641.5,3457.6,14013.7,1218.1,1877.3,2925.3,1419.2,30348.8,1.5
2007-08-01,1.7,3.6,1.9,0.4,0.1,1.0,104.5,248640,1.4,7.2,10.2,3.3,9.8,41.5,55.1,6.0,1.4,11.3,2.1,149.2,264.4,903.8,2004.3,451.3,1297.8,3268.5,13577.5,1439.6,1841.1,2853.8,1434.1,29336.0,1.6
2007-09-01,2.0,4.2,2.2,0.3,0.0,0.9,56.7,164686,1.9,6.6,9.8,4.6,12.7,37.7,58.4,3.4,1.1,8.6,1.8,146.6,235.8,802.1,1905.7,402.2,1292.6,2829.9,12288.8,964.1,1862.7,2691.3,1332.6,26607.8,2.0
2007-10-01,2.2,5.0,2.5,0.3,0.0,0.8,51.7,167814,3.4,7.9,11.8,5.6,12.3,42.9,58.3,2.5,1.6,10.9,2.0,159.4,263.0,757.7,1950.0,396.2,1350.9,2808.0,12372.0,773.0,1790.3,2774.3,1273.8,26509.0,2.1
2007-11-01,2.2,4.3,2.8,0.3,0.0,0.8,54.2,156129,3.3,7.2,6.9,5.6,11.6,41.6,60.7,2.1,1.6,10.2,2.0,152.8,287.0,748.8,1382.8,409.5,1446.7,2844.2,12295.6,653.4,1789.9,2831.7,1298.0,25987.5,2.3
2007-12-01,2.1,4.0,2.6,0.3,0.0,0.9,68.4,154682,4.8,7.2,7.1,10.4,13.0,48.8,51.8,2.8,5.1,13.3,2.1,166.4,292.4,820.0,1493.6,536.9,1606.5,3167.2,12930.1,825.3,2322.2,3217.5,1438.8,28650.6,2.9
2008-01-01,2.4,5.4,2.7,0.3,0.1,0.9,100.9,92499,2.2,6.3,10.1,6.8,7.9,35.3,50.3,1.6,1.3,9.1,1.6,132.5,230.5,725.6,1998.6,415.6,1182.1,2769.6,12806.6,565.9,1953.5,2741.9,1319.6,26709.6,4.5
2008-02-01,2.1,4.1,2.8,0.3,0.0,0.9,165.4,145020,2.7,6.1,8.5,6.4,8.0,34.3,54.4,1.6,1.6,9.9,1.6,135.1,242.7,755.3,2177.8,441.6,1386.6,2746.2,12643.4,578.5,2030.6,2853.6,1336.2,27192.6,4.5
2008-03-01,2.1,4.1,2.9,0.4,0.3,1.1,161.1,154547,1.1,7.6,10.5,6.3,9.0,37.3,54.6,1.8,1.4,9.3,1.7,140.5,188.6,823.3,2029.7,410.3,1332.6,2705.4,13508.3,601.3,1847.3,2849.6,1291.9,27588.1,4.5
2008-04-01,1.9,3.1,2.6,0.4,0.3,1.0,136.5,156824,1.1,8.8,12.0,6.1,9.5,44.5,58.4,2.3,1.8,11.1,2.0,157.7,210.9,780.9,2063.9,424.9,1433.7,2810.3,14046.8,633.7,1960.2,2984.7,1422.9,28772.8,4.2
2008-05-01,1.6,2.9,2.2,0.4,0.3,1.0,124.2,211559,1.2,7.0,10.4,3.8,10.4,45.9,62.4,4.1,1.8,9.5,3.0,159.5,231.4,969.2,2094.1,423.7,1493.0,2884.4,13502.2,786.5,1819.1,2992.4,1894.0,29089.9,5.0
2008-06-01,1.8,3.0,2.2,0.4,0.3,1.1,100.4,227133,1.6,7.8,12.0,7.0,11.3,43.2,88.9,4.9,2.0,9.8,2.8,191.3,312.2,1004.8,2594.6,646.2,1760.3,3459.8,14461.0,1056.9,2870.0,3283.4,2604.2,34053.3,5.0
2008-07-01,1.9,3.5,2.0,0.4,0.2,1.0,57.4,331278,1.5,7.5,8.1,4.0,7.8,45.3,81.7,8.3,1.8,8.2,2.6,176.7,265.7,842.6,2453.7,468.5,1834.3,3521.9,14349.8,1341.4,1890.3,2720.1,2132.1,31820.5,4.8
2008-08-01,2.0,4.2,2.0,0.3,0.2,0.9,56.8,229162,1.0,7.0,9.0,4.7,9.4,42.8,65.9,5.4,1.5,9.7,2.8,159.4,237.2,874.6,2028.0,468.7,1378.9,3232.3,13835.7,1420.5,1906.5,2533.8,2040.8,29957.1,4.5
